CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,PLATFORM
100004059,400,62278,219251,Xenobiotics,Food Component/Plant,4932,NAMED,GPPYTCRVKHULJH-UHFFFAOYSA-N,C[N+](C)(C(C([O-])=O)CC1=CN=CN1)C,histidine betaine (hercynine)*,histidine betaine (hercynine)*,534-30-5,2340795,HMDB0029422,,3083620,Pos Early
100004083,209,42574,143947,Lipid,Secondary Bile Acid Metabolism,3527,NAMED,ZQYUKJFJPJDMMR-JPZDKMBBSA-N,C[C@@]([C@@]1([H])C[C@@H]2O)(CC2)[C@](CC3)([H])[C@]([C@H](O)[C@@H]1O)([H])[C@@](CC4)([H])[C@]3(C)[C@H]4[C@H](C)CCC(NCC(O)=O)=O,glycohyocholate,glycohyocholate,,,HMDB0000138,,71361462,Neg
100004088,402,40807,159350,Cofactors and Vitamins,Vitamin A Metabolism,4438,NAMED,NCYCYZXNIZJOKI-OVSJKPMPSA-N,O=C([H])/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,retinal,retinal,,553582,HMDB0001358,C00376,638015,Pos Late
100004089,209,42489,144357,Lipid,"Fatty Acid, Monohydroxy",1963,NAMED,GHPVDCPCKSNJDR-UHFFFAOYSA-N,OC(C(O)=O)CCCCCCCC,2-hydroxydecanoate,2-hydroxydecanoate,5393-81-7,20195,HMDB0094656,,21488,Neg
100004110,209,46164,144277,Xenobiotics,Benzoate Metabolism,4504,NAMED,TZVUCGJSHGKWCJ-UHFFFAOYSA-N,OC1=C(OS(=O)(O)=O)C(C)=CC=C1,3-methyl catechol sulfate (2),3-methyl catechol sulfate (2),,,,,,Neg
100004111,209,46146,144253,Xenobiotics,Benzoate Metabolism,4506,NAMED,NCOMUGOPQPRVSE-UHFFFAOYSA-N,OC1=CC(C)=CC=C1OS(O)(=O)=O,4-methylcatechol sulfate,4-methylcatechol sulfate,,,HMDB0240459,,54104170,Neg
100004112,209,46165,144278,Xenobiotics,Benzoate Metabolism,4503,NAMED,HFDKYCXWNHNKAF-UHFFFAOYSA-N,OC1=C(C)C=CC=C1OS(O)(=O)=O,3-methyl catechol sulfate (1),3-methyl catechol sulfate (1),,,,,118431379,Neg
100004169,209,43330,143981,Xenobiotics,"Drug - Analgesics, Anesthetics",5397,NAMED,UJHKVYPPCJBOSG-UHFFFAOYSA-N,OC(C)(C)CC(C=C1)=CC=C1C(C(O)=O)C,2-hydroxyibuprofen,2-hydroxyibuprofen,51146-55-5,,HMDB0060920,,10443535,Neg
100004171,402,43333,159542,Xenobiotics,"Drug - Analgesics, Anesthetics",5399,NAMED,DIVLBIVDYADZPL-UHFFFAOYSA-N,OC(C(CC1=CC=C(C(C(O)=O)C)C=C1)C)=O,carboxyibuprofen,carboxyibuprofen,15935-54-3,8619532,HMDB0060564,,10444113,Pos Late
100004173,400,43334,156997,Xenobiotics,Drug - Psychoactive,5866,NAMED,KYYIDSXMWOZKMP-UHFFFAOYSA-N,CN(CC(C1(CCCCC1)O)C2=CC=C(C=C2)O)C,O-desmethylvenlafaxine,O-desmethylvenlafaxine,300827-87-6,111300,HMDB0015646,D07793,125017,Pos Early
100004174,400,62976,221394,Xenobiotics,Drug - Psychoactive,5897,NAMED,ZAFYATHCZYHLPB-UHFFFAOYSA-N,CN(C(CC1=C(C2=CC=C(C=C2)C)N=C3C=CC(C)=CN13)=O)C,zolpidem,zolpidem,82626-48-0,,HMDB0005023,C07219,5732,Pos Early
100004175,209,43335,143989,Xenobiotics,Drug - Cardiovascular,5661,NAMED,PJVWKTKQMONHTI-UHFFFAOYSA-N,O=C1C(C(C2=CC=CC=C2)CC(C)=O)=C(O)C(C=CC=C3)=C3O1,warfarin,warfarin,5543-57-7,,HMDB0001935,"
DG00149,D08682,C01541",54678486,Neg
100004176,209,43579,145255,Xenobiotics,Drug - Metabolic,5773,NAMED,JMLKLMFMQRAJNI-UHFFFAOYSA-N,O=C1N([H])C(SC1CC(C=C2)=CC=C2OCCC3=NC=C(C(C)=O)C=C3)=O,ketopioglitazone,ketopioglitazone,146062-45-5,,,,5201446,Neg
100004177,209,43580,145257,Xenobiotics,Drug - Metabolic,5774,NAMED,OXVFDZYQLGRLCD-UHFFFAOYSA-N,O=C1N([H])C(SC1CC(C=C2)=CC=C2OCCC(C=C3)=NC=C3C(C)O)=O,hydroxypioglitazone (M-IV),hydroxypioglitazone (M-IV),146062-44-4,,,,4147757,Neg
100004208,209,46111,143736,Xenobiotics,Benzoate Metabolism,4502,NAMED,AQTYXAPIHMXAAV-UHFFFAOYSA-N,COC1=C(OS(O)(=O)=O)C=CC=C1,guaiacol sulfate,guaiacol sulfate,,21078,HMDB0060013,,22473,Neg
100004227,402,43343,159548,Lipid,"Fatty Acid, Amino",1756,NAMED,AKVBCGQVQXPRLD-UHFFFAOYSA-N,CCCCCCC(C(O)=O)N,2-aminooctanoate,2-aminooctanoate,644-90-6,62727,HMDB0000991,,69522,Pos Late
100004241,209,43009,143973,Xenobiotics,Drug - Cardiovascular,5676,NAMED,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,NS(=O)(C1=C(C=C(C(C(O)=O)=C1)NCC2=CC=CO2)Cl)=O,furosemide,furosemide,54-31-9,3322,HMDB0001933,D00331,3440,Neg
100004243,209,42381,144301,Cofactors and Vitamins,Tocopherol Metabolism,4370,NAMED,NOZSTAZEOBPSBY-UHFFFAOYSA-N,OC(C1C(O)C(O)C(O)C(OC2=C(C)C(C)=C(OC(C)(CCC(O)=O)CC3)C3=C2)O1)=O,gamma-CEHC glucuronide*,gamma-CEHC glucuronide*,,,,,121596235,Neg
100004284,400,43424,157011,Xenobiotics,Chemical,6154,NAMED,HHVIBTZHLRERCL-UHFFFAOYSA-N,CS(C)(=O)=O,dimethyl sulfone,dimethyl sulfone,67-71-0,5978,HMDB0004983,C11142,6213,Pos Early
100004286,400,43390,179263,Xenobiotics,Drug - Respiratory,5950,NAMED,HSRJKNPTNIJEKV-UHFFFAOYSA-N,COC1=CC=CC=C1OCC(CO)O,guaifenesin,guaifenesin,93-14-1,3396,HMDB0004998,D00337,3516,Pos Early
100004295,400,43400,157005,Xenobiotics,Food Component/Plant,4637,NAMED,XUWHAWMETYGRKB-UHFFFAOYSA-N,O=C1CCCCN1,2-piperidinone,2-piperidinone,675-20-7,12144,HMDB0011749,,12665,Pos Early
100004299,400,43255,156987,Amino Acid,Histidine Metabolism,76,NAMED,GVRCKHXHWSYDEF-UHFFFAOYSA-N,OC(C(CC1=CN(C)C=N1)NC(C)=O)=O,N-acetyl-1-methylhistidine*,N-acetyl-1-methylhistidine*,,,HMDB0240340,,53859791,Pos Early
100004318,400,43374,157003,Xenobiotics,Food Component/Plant,4939,NAMED,JYGFTBXVXVMTGB-UHFFFAOYSA-N,O=C1CC2=C(N1)C=CC=C2,indolin-2-one,indolin-2-one,59-48-3,284794,,C12312,321710,Pos Early
100004321,209,48691,207569,Xenobiotics,Food Component/Plant,4778,NAMED,ZLYUIVZAQHFCNP-UHFFFAOYSA-N,O=C1C=CC2=CC=CC(OS(=O)(O)=O)=C2N1,"2,8-quinolinediol sulfate","2,8-quinolinediol sulfate",,,HMDB0240658,,,Neg
100004322,209,43266,143737,Xenobiotics,Food Component/Plant,5252,NAMED,VSTZVCJQGSLNLL-UHFFFAOYSA-N,NC1=CC=CC=C1OS(O)(=O)=O,2-aminophenol sulfate,2-aminophenol sulfate,,158022,HMDB0061116,,181670,Neg
100004326,209,48693,207571,Xenobiotics,Chemical,6109,NAMED,CGFRVKXGZRODPA-UHFFFAOYSA-N,CC(C1=CC=CC(OS(=O)(O)=O)=C1)=O,3-acetylphenol sulfate,3-acetylphenol sulfate,,16230535,,,,Neg
100004327,402,45966,163989,Lipid,Lysophospholipid,2703,NAMED,ZPDQFUYPBVXUKS-KEKNWZKVSA-N,O=P(O)(OCC(O)COC(CCCCCCCCCCCCCCCCC)=O)OC[C@@H](C(O)=O)N,1-stearoyl-GPS (18:0)*,1-stearoyl-GPS (18:0)*,,7826051,HMDB0061698,,74819135,Pos Late
100004328,402,42463,164531,Lipid,Sphingomyelins,3114,NAMED,KYICBZWZQPCUMO-PSALXKTOSA-N,CCCCCCCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,"sphingomyelin (d18:1/14:0, d16:1/16:0)*","sphingomyelin (d18:1/14:0, d16:1/16:0)*",,9608732,HMDB0012097,,11433862,Pos Late
100004329,402,42459,161023,Lipid,Sphingomyelins,3118,NAMED,IWHLTJGDYLJQSH-FLPFCPAFSA-N,CCCCC/C=C/CCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,"sphingomyelin (d18:2/16:0, d18:1/16:1)*","sphingomyelin (d18:2/16:0, d18:1/16:1)*",,,"HMDB0240638,HMDB0240613",,,Pos Late
100004414,209,61702,218007,Lipid,"Fatty Acid, Branched",1655,NAMED,CGKMKXBKVBXUGK-UHFFFAOYSA-N,OC(C(O)=O)C(C)CCCC(C)CCCC(C)CCCC(C)C,2-hydroxyphytanate*,2-hydroxyphytanate*,14721-68-7,164249,HMDB0061666,,189026,Neg
100004440,400,42638,221376,Xenobiotics,Chemical,6168,NAMED,MBBZMMPHUWSWHV-UHFFFAOYSA-N,CNCC(O)C(O)C(O)C(O)CO,meglumine,meglumine,6284-40-8,3909,HMDB0240291,,8567,Pos Early
100004442,305,46325,165176,Lipid,Lysophospholipid,2593,NAMED,XBFQFMCUPHZKTI-DOFZRALJSA-N,CCCCC\C=C/C/C=C\C/C=C\C/C=C\CCCC(OCC(O)COP(O)(O)=O)=O,1-arachidonoyl-GPA (20:4),1-arachidonoyl-GPA (20:4),799268-65-8,,HMDB0062312,,42607498,Polar
100004499,209,43231,143979,Amino Acid,Lysine Metabolism,133,NAMED,FZXCPFJMYOQZCA-UHFFFAOYSA-N,OC(C1CCCC(N1)=O)=O,6-oxopiperidine-2-carboxylate,6-oxopiperidine-2-carboxylate,34622-39-4,2282737,HMDB0061705,,3014237,Neg
100004509,400,43239,156985,Xenobiotics,Food Component/Plant,5046,NAMED,ZFAHNWWNDFHPOH-UHFFFAOYSA-N,OC(C(CSCC=C)N)=O,S-allylcysteine,S-allylcysteine,21593-77-1,88744,HMDB0034323,,98280,Pos Early
100004518,209,43534,150400,Xenobiotics,Drug - Metabolic,5802,NAMED,OFCNXPDARWKPPY-UHFFFAOYSA-N,OC1=NC=NC2=C1C=NN2,allopurinol,allopurinol,315-30-0,2010,HMDB0014581,D00224,135401907,Neg
100004523,209,43249,124707,Amino Acid,Urea cycle; Arginine and Proline Metabolism,508,NAMED,SRXKAYJJGAAOBP-UHFFFAOYSA-N,CC(NCCCC(N)C(O)=O)=O,N-delta-acetylornithine,N-delta-acetylornithine,,8096135,HMDB0003357,C00437,9920500,Neg
100004541,209,43258,144587,Amino Acid,Polyamine Metabolism,551,NAMED,OAUYENAPBFTAQT-UHFFFAOYSA-N,O=C1N(CCCN([H])C(C)=O)CCC1,acisoga,acisoga,106692-36-8,114601,HMDB0061384,,129397,Neg
100004542,400,43761,157045,Lipid,"Fatty Acid, Amino",1751,NAMED,RDFMDVXONNIGBC-UHFFFAOYSA-N,OC(C(CCCCC)N([H])[H])=O,2-aminoheptanoate,2-aminoheptanoate,1115-90-8,198338,HMDB0094649,,227939,Pos Early
100004561,209,43549,212072,Amino Acid,Tryptophan Metabolism,274,NAMED,LLLPDUXGHXIXIW-UHFFFAOYSA-N,OC(C1=CC=CC=C1N([H])C=O)=O,N-formylanthranilic acid,N-formylanthranilic acid,3342-77-6,91624,HMDB0004089,C05653,101399,Neg
100004575,400,43591,157043,Amino Acid,Urea cycle; Arginine and Proline Metabolism,510,NAMED,XUYANFPPYJSBPU-UHFFFAOYSA-N,OC(C(CCCNC(C)=O)N([H])C(C)=O)=O,"N2,N5-diacetylornithine","N2,N5-diacetylornithine",39825-23-5,8573834,HMDB0240345,,65977,Pos Early
100004601,209,57783,213695,Xenobiotics,Bacterial/Fungal,5329,NAMED,KNSAWRXCIVESQC-UHFFFAOYSA-N,O=C(O)CC1=C2C(C=CN2)=CC=C1,1H-indole-7-acetic acid,1H-indole-7-acetic acid,39689-63-9,13535457,,,18356439,Neg
100004634,209,44618,143738,Amino Acid,Tyrosine Metabolism,206,NAMED,ORZHQEJEAKXCJA-UHFFFAOYSA-N,NCCC1=CC(OC)=C(OS(=O)(O)=O)C=C1,3-methoxytyramine sulfate,3-methoxytyramine sulfate,,21233674,,,54133459,Neg
100004635,400,44878,157087,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",439,NAMED,UCUNFLYVYCGDHP-UHFFFAOYSA-N,O=S(C)(CCC(N)C(O)=O)=O,methionine sulfone,methionine sulfone,820-10-0,63154,HMDB0062174,,69961,Pos Early
100005350,402,45951,159653,Lipid,Lysophospholipid,2619,NAMED,WKQNRCYKYCKESD-YHTMAJSVSA-N,C[N+](CCOP(OCC(O)COC(CCCCCCC/C=C/C/C=C/C/C=C/CC)=O)([O-])=O)(C)C,1-linolenoyl-GPC (18:3)*,1-linolenoyl-GPC (18:3)*,,,HMDB0010388,C04100,,Pos Late
100005367,400,45404,157091,Xenobiotics,Food Component/Plant,4818,NAMED,CCCNUHFRBBIFHO-CVSPRKDYSA-N,C=CCS(C[C@H](NC(C)=O)C(O)=O)=O,N-acetylalliin,N-acetylalliin,,,,,,Pos Early
100005372,402,44621,163990,Lipid,Lysoplasmalogen,2837,NAMED,URGVIWXYPWWBQO-ZCJATDNESA-N,O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCC/C=C/CCCCCCCC,1-(1-enyl-oleoyl)-GPE (P-18:1)*,1-(1-enyl-oleoyl)-GPE (P-18:1)*,,,,,,Pos Late
100005373,400,46227,221883,Amino Acid,Lysine Metabolism,121,NAMED,BFSYFTQDGRDJNV-QCNRFFRDSA-N,OC[C@@H](O)[C@@H](O)[C@H](O)C(CNCCCC[C@@H](N)C(O)=O)=O,fructosyllysine,fructosyllysine,21291-40-7,110281,HMDB0034879,,9839580,Pos Early
100005383,400,47101,157354,Xenobiotics,Bacterial/Fungal,5330,NAMED,BPSLZWSRHTULGU-ZCFIWIBFSA-N,CN1[C@@H](C(O)=O)CCCC1,N-methylpipecolate,N-methylpipecolate,41447-17-0,9461516,,,11286529,Pos Early
100005384,209,45413,143779,Xenobiotics,Chemical,6091,NAMED,CIQHWLTYGMYQQR-QMMMGPOBSA-N,OS(OC1=CC=C(C[C@H](N)C(O)=O)C=C1)(=O)=O,O-sulfo-tyrosine,O-sulfo-tyrosine,,448617,HMDB0155722,,514186,Neg
100005389,209,47114,149387,Xenobiotics,Food Component/Plant,4902,NAMED,PZPATWACAAOHTJ-HWKANZROSA-N,COC1=C(OS(O)(=O)=O)C=CC(/C=C/C(O)=O)=C1,ferulic acid 4-sulfate,ferulic acid 4-sulfate,86321-29-1,4878542,HMDB0029200,,6305574,Neg
100005391,209,45415,153117,Xenobiotics,Benzoate Metabolism,4569,NAMED,IQWLPDPKVFZEOK-UHFFFAOYSA-N,OS(OC1=CC=CC(CCC(O)=O)=C1)(=O)=O,3-(3-hydroxyphenyl)propionate sulfate,3-(3-hydroxyphenyl)propionate sulfate,86321-32-6,162993,HMDB0094710,,187488,Neg
100005402,209,47135,149413,Lipid,Androgenic Steroids,3337,NAMED,QTXWOOLAHRQMGZ-NFZJBPARSA-N,O=C1C2[C@](CC[C@H]3OC4[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O4)(C)[C@](C3)([H])CCC2C(CCC5=O)[C@]5(C)C1,11-ketoetiocholanolone glucuronide,11-ketoetiocholanolone glucuronide,17181-16-7,,,,,Neg
100005403,209,47112,149383,Lipid,Androgenic Steroids,3354,NAMED,VFUIRAVTUVCQTF-ILTUOXSPSA-N,O=C1[C@](CC2)(C)C(CC1)C3C2[C@](CC[C@H]4OC5[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O5)(C)[C@](C4)([H])CC3,etiocholanolone glucuronide,etiocholanolone glucuronide,3602-09-3,,HMDB0004484,,270605,Neg
100005466,305,48187,154613,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",473,NAMED,CXJAAWRLVGAKDV-UHFFFAOYSA-N,O=S(CCNC(C)=O)(O)=O,N-acetyltaurine,N-acetyltaurine,,140553,HMDB0240253,,159864,Polar
100005717,209,45970,144193,Lipid,Lysophospholipid,2709,NAMED,BVJSKAUUFXBDOB-UHFFFAOYSA-N,O=P(OCC(O)CO)(O)OCC(O)COC(CCCCCCCCCCCCCCC)=O,1-palmitoyl-GPG (16:0)*,1-palmitoyl-GPG (16:0)*,,2548639,HMDB0240601,,3300276,Neg
100005834,209,47120,149393,Lipid,"Fatty Acid, Monohydroxy",2003,NAMED,RKHXDCVAPIMDMG-UHFFFAOYSA-N,OC(CCCCCCCC(O)=O)CCCCCCCCC,9-hydroxystearate,9-hydroxystearate,25498-28-6,7844595,HMDB0061661,,9570127,Neg
100005837,400,52365,165219,Xenobiotics,"Drug - Analgesics, Anesthetics",5442,NAMED,BRUQQQPBMZOVGD-XFKAJCMBSA-N,O[C@@]([C@]1([H])N(C)CC2)(CCC3=O)[C@@]2(C4=C(C=C5)C1)[C@@]3([H])OC4=C5OC,oxycodone,oxycodone,76-42-6,4447649,HMDB0014640,"D05312,C08018,DG00813",5284603,Pos Early
100005850,400,46548,157257,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",375,NAMED,HFCPFJNSBPQJDP-UHFFFAOYSA-N,[O-]C(CC(C[N+](C)(C)C)OC(CC(C)CC(O)=O)=O)=O,3-methylglutarylcarnitine (2),3-methylglutarylcarnitine (2),,113619,HMDB0000552,,128145,Pos Early
100005864,209,46144,144231,Xenobiotics,Food Component/Plant,5092,NAMED,HOVAGTYPODGVJG-ZFYZTMLRSA-N,O[C@H]1[C@@H]([C@H]([C@H](O[C@@H]1CO)OC)O)O,methyl glucopyranoside (alpha + beta),methyl glucopyranoside (alpha + beta),,,HMDB0029965,,"445238,3036743,2108",Neg
100005933,209,47883,150409,Xenobiotics,Drug - Metabolic,5782,NAMED,CZBPKFICAYVHHM-JWQCQUIFSA-N,FC1=CC=C(C=C1)C2=C(C3=CC=CC=C3)C(C(N([H])C4=CC=CC=C4O)=O)=C(C(C)C)N2CC[C@H](C[C@H](CC(O)=O)O)O,o-hydroxyatorvastatin,o-hydroxyatorvastatin,214217-86-4,7983984,,,9808225,Neg
100005937,402,47879,160228,Xenobiotics,Drug - Metabolic,5783,NAMED,MNECBMZJZFGTIK-UHFFFAOYSA-N,CC(C1=C(C(C2=CC=CC=C2)=C(C3=CC=C(C=C3)F)N1CCC4CC(CC(O4)=O)O)C(NC5=CC=CC=C5O)=O)C,o-hydroxyatorvastatin lactone,o-hydroxyatorvastatin lactone,,14271541,,,10650434,Pos Late
100005938,402,47880,160229,Xenobiotics,Drug - Metabolic,5784,NAMED,KDJMDZSAAFACAM-UHFFFAOYSA-N,CC(C1=C(C(C2=CC=CC=C2)=C(C3=CC=C(C=C3)F)N1CCC4CC(CC(O4)=O)O)C(NC5=CC=C(O)C=C5)=O)C,p-hydroxyatorvastatin lactone,p-hydroxyatorvastatin lactone,,10658501,,,9937602,Pos Late
100005939,209,47881,150408,Xenobiotics,Drug - Metabolic,5785,NAMED,SOZOATLLFFVAPM-KAYWLYCHSA-N,FC1=CC=C(C=C1)C2=C(C3=CC=CC=C3)C(C(N([H])C(C=C4)=CC=C4O)=O)=C(C(C)C)N2CC[C@H](C[C@H](CC(O)=O)O)O,p-hydroxyatorvastatin,p-hydroxyatorvastatin,265989-44-4,8026819,,,9851106,Neg
100005940,402,47878,160227,Xenobiotics,Drug - Metabolic,5781,NAMED,OUCSEDFVYPBLLF-KAYWLYCHSA-N,CC(C1=C(C(C2=CC=CC=C2)=C(C3=CC=C(C=C3)F)N1CC[C@@H]4C[C@H](CC(O4)=O)O)C(NC5=CC=CC=C5)=O)C,atorvastatin lactone,atorvastatin lactone,125995-03-1,4983494,,,6483036,Pos Late
100005946,305,48141,160468,Xenobiotics,Food Component/Plant,5131,NAMED,WPAMZTWLKIDIOP-WVZVXSGGSA-N,OC[C@@H](O)[C@@H](O)CC(C(O)=O)=O,2-keto-3-deoxy-gluconate,2-keto-3-deoxy-gluconate,17510-99-5,141630,HMDB0001353,C00204,161227,Polar
100005952,209,48143,151145,Xenobiotics,Drug - Neurological,5820,NAMED,UMYDNZXEHYSVFY-UHFFFAOYSA-N,OC(C(CC=C)CCC)=O,2-propyl-4-pentenoate (4-ene-valproate),2-propyl-4-pentenoate (4-ene-valproate),1575-72-0,94669,,,104896,Neg
100005972,209,47666,153114,Cofactors and Vitamins,Tocopherol Metabolism,4372,NAMED,ZQMMTPNJGWUHCB-UHFFFAOYSA-N,CC1=C(OS(O)(=O)=O)C(C)=C2C(OC(C)(CCC(O)=O)CC2)=C1C,alpha-CEHC sulfate,alpha-CEHC sulfate,,,,,,Neg
100005977,209,63926,223841,Cofactors and Vitamins,Tocopherol Metabolism,4360,NAMED,DYOFESDCRUIQTB-UHFFFAOYSA-N,OC(C1C(O)C(O)C(O)C(OC2=C(C)C(C)=C(OC(C)(CCCC(C)C(O)=O)CC3)C3=C2C)O1)=O,alpha-CMBHC glucuronide,alpha-CMBHC glucuronide,,,,,,Neg
100005985,402,47154,164532,Lipid,Sphingomyelins,3115,NAMED,SOWIKWJDPCEPOJ-IOBWIPHESA-N,CCCC/C=C/CCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,"sphingomyelin (d18:2/14:0, d18:1/14:1)*","sphingomyelin (d18:2/14:0, d18:1/14:1)*",,,"HMDB0240637,HMDB0240612",,,Pos Late
100005986,402,47153,164529,Lipid,Sphingomyelins,3130,NAMED,WKZHECFHXLTOLJ-QYKFWSDSSA-N,O[C@H](/C=C/CCCCCCCCCCCCC)[C@H](CO[P](OCC[N+](C)(C)C)([O-])=O)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O,"sphingomyelin (d18:1/24:1, d18:2/24:0)*","sphingomyelin (d18:1/24:1, d18:2/24:0)*",94359-13-4,24846874,HMDB0012107,,44260126,Pos Late
100005996,402,61865,218582,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",1919,NAMED,CYPBWZKNUDFJJE-PLNGDYQASA-N,O=C(CCCCCCC/C=C\CCCCCCCC(O)=O)OC(CC([O-])=O)C[N+](C)(C)C,octadecenedioylcarnitine (C18:1-DC)*,octadecenedioylcarnitine (C18:1-DC)*,251981-06-3,28639201,,,,Pos Late
100005998,402,61867,218585,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",1918,NAMED,ULCCGBCYWCYNIC-UHFFFAOYSA-N,O=C(CCCCCCCCCCCCCCCCC(O)=O)OC(CC([O-])=O)C[N+](C)(C)C,octadecanedioylcarnitine (C18-DC)*,octadecanedioylcarnitine (C18-DC)*,123233-50-1,28639203,,,,Pos Late
100006001,400,52358,164923,Xenobiotics,Drug - Psychoactive,5868,NAMED,UDNAJOOLWIWCAW-SQBZNDFJSA-N,OC1(CCCCC1)C(CNC)C2=CC=C(O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O3)C=C2,"N,O-didesmethylvenlafaxine glucuronide","N,O-didesmethylvenlafaxine glucuronide",1021933-99-2,,HMDB0061167,,71316036,Pos Early
100006005,209,37185,144272,Lipid,Androgenic Steroids,3380,NAMED,LERFMBCTNMFXCT-ILBJSTGGSA-N,C[C@@]12[C@](CCC3C2CC[C@@]4(C)C3CC[C@@H]4O)([H])C[C@H](OS(=O)(O)=O)CC1,"5alpha-androstan-3alpha,17beta-diol monosulfate (2)","5alpha-androstan-3alpha,17beta-diol monosulfate (2)",,,,,121596225,Neg
100006051,402,48182,160274,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1885,NAMED,ABVVZYXTZLEOHP-OLHLWXQYSA-N,O=C(CCCCCCC/C=C\CCCC)O[C@H](CC([O-])=O)C[N+](C)(C)C,myristoleoylcarnitine (C14:1)*,myristoleoylcarnitine (C14:1)*,889848-55-9,34999520,HMDB0240588,,129691961,Pos Late
100006056,209,48433,155077,Amino Acid,Tyrosine Metabolism,227,NAMED,NSTPXGARCQOSAU-VIFPVBQESA-N,OC([C@@H](NC=O)CC1=CC=CC=C1)=O,N-formylphenylalanine,N-formylphenylalanine,13200-85-6,663938,HMDB0240317,,"759256,7064571",Neg
100006082,209,48441,154475,Xenobiotics,Chemical,6215,NAMED,MDQKYGOECVSPIW-UHFFFAOYSA-N,ClC1=C(C#N)C(Cl)=C(Cl)C(O)=C1C#N,4-hydroxychlorothalonil,4-hydroxychlorothalonil,28343-61-5,31530,HMDB0240624,,34217,Neg
100006089,209,48997,160593,Xenobiotics,Food Component/Plant,5133,NAMED,HRHBRUPGUDLQIF-ONEGZZNKSA-N,C/C=C/C1=CC(OC)=C(OS(O)(=O)=O)C=C1,isoeugenol sulfate,isoeugenol sulfate,,157181,,,122198202,Neg
100006092,209,48408,155063,Amino Acid,Tyrosine Metabolism,226,NAMED,DYDUXGMDSXJQFT-UHFFFAOYSA-N,NCCC1=CC=C(OS(O)(=O)=O)C=C1,tyramine O-sulfate,tyramine O-sulfate,30223-92-8,134849,HMDB0006409,,153005,Neg
100006098,209,48448,155087,Xenobiotics,Chemical,6223,NAMED,BDERIBJTVYFANV-UHFFFAOYSA-N,O=S(OC1=CC=CN=C1)(O)=O,3-hydroxypyridine sulfate,3-hydroxypyridine sulfate,1955-23-3,16232314,,,,Neg
100006104,209,48417,219296,Amino Acid,Tyrosine Metabolism,171,NAMED,VWUXKIFPPPVAAK-UHFFFAOYSA-N,[H]N([H])CCC1=CC(OS(=O)(O)=O)=CC=C1,m-tyramine sulfate,m-tyramine sulfate,175727-14-7,,,,,Neg
100006105,209,48418,219297,Xenobiotics,Benzoate Metabolism,4501,NAMED,LILXPJXZNJTPQZ-UHFFFAOYSA-N,CC1=CC=C(OS(=O)(O)=O)C(OC)=C1,4-methylguaiacol sulfate,4-methylguaiacol sulfate,756760-43-7,,,,,Neg
100006106,209,48696,222424,Xenobiotics,Food Component/Plant,4630,NAMED,PVWYGTJERKKPRW-UHFFFAOYSA-N,O=C1C=COC(C)=C1OS(=O)(O)=O,maltol sulfate,maltol sulfate,,,,,,Neg
100006108,400,48425,157774,Peptide,Acetylated Peptides,1184,NAMED,DZTZJNGATJMDSH-CYBMUJFWSA-N,O=C(CC1=CC=CC=C1)O[C@H](CC([O-])=O)C[N+](C)(C)C,phenylacetylcarnitine,phenylacetylcarnitine,287108-21-8,,,,101724840,Pos Early
100006115,305,48255,153226,Carbohydrate,Pentose Metabolism,1283,NAMED,QXKAIJAYHKCRRA-JJYYJPOSSA-N,OC([C@H]([C@@H]([C@@H](CO)O)O)O)=O,arabonate/xylonate,arabonate/xylonate,,,HMDB0000539,"C00502,C05411","122045,6602431",Polar
100006116,209,48429,155073,Xenobiotics,Benzoate Metabolism,4545,NAMED,IBEAHXYYSZWGED-UHFFFAOYSA-N,O=C(OC)C1=CC=C(OS(=O)(O)=O)C=C1,methyl-4-hydroxybenzoate sulfate,methyl-4-hydroxybenzoate sulfate,,,HMDB0041646,,10657183,Neg
